"interpretacion","id_interpretacion","edad","id_usuario","id_escuela","grado","id_palabra"
"consentimiento","147","13","18","8","2","9"
"consentimiento","147","13","35","8","2","9"
"consentir","148","15","46","4","3","12"
"consolas","149","15","96","8","3","11"
"contento","150","14","100","8","3","4"
"convivencia","151","13","10","8","2","7"
"cooperación","152","14","22","8","2","7"
"corea ","153","14","67","4","3","11"
"coronavirus","154","13","36","8","2","3"
"correcciones","155","null","81","8","3","12"
"cortar venas","156","15","55","4","3","15"
"cortarse","157","13","19","8","2","15"
"cortes","158","14","56","4","3","4"
"cortes","158","14","56","4","3","10"
"crecer","159","null","88","8","3","3"
"crecer","159","15","85","8","3","13"
"crecimiento","160","14","49","4","3","3"
"creer","161","13","11","8","2","17"
"creer","161","13","12","8","2","17"
"creer","161","13","21","8","2","17"
"creer","161","15","85","8","3","17"
"creidos","162","null","71","4","3","14"
"crianza","163","14","57","4","3","13"
"cristal","164","13","36","8","2","5"
"cruda","165","13","12","8","2","6"
"cruda","165","14","22","8","2","6"
"cruda","165","14","40","8","2","6"
"cruda","165","null","80","8","3","6"
"cruda","165","14","86","8","3","6"
"cruda","165","null","93","8","3","6"
"crush","166","null","32","8","2","3"
"crush","166","null","17","8","2","8"
"cuidado","167","15","77","4","3","16"
"cuidados","168","15","96","8","3","12"
"cuidados","168","13","10","8","2","16"
"cuidarse","169","15","55","4","3","16"
"cuidarse","169","14","67","4","3","16"
"daño","170","15","61","4","3","5"
"daño","170","15","85","8","3","6"
"daño físico","171","13","35","8","2","2"
"daño mental","172","13","35","8","2","2"
"daños","173","14","66","4","3","5"
"daños","173","14","67","4","3","6"
"daños a la salud","174","13","9","8","2","5"
"daños a la salud","174","null","80","8","3","5"
"daños a la salud","174","15","85","8","3","5"
"daños emocionales","175","13","35","8","2","4"
"datos","176","14","40","8","2","11"
"decesperación","177","13","9","8","2","8"
"decisiones","178","14","23","8","2","14"
"depresión","179","null","32","8","2","2"
"depresión","179","13","19","8","2","14"
"depresión","179","14","42","4","3","15"
"derechos","180","13","9","8","2","2"
"derechos","180","14","69","4","3","16"
"derechos","180","15","70","4","3","16"
"desastre","181","14","91","8","3","7"
"descanso","182","13","8","8","2","13"
"descanso","182","13","10","8","2","13"
"descanso","182","13","16","8","2","13"
"desconfianza","183","16","1","8","2","8"
"desconfianza","183","13","7","8","2","8"
"desconfianza","183","13","12","8","2","8"
"desconfianza","183","14","13","8","2","8"
"desconfianza","183","13","21","8","2","8"
"desconfianza","183","13","30","8","2","8"
"desconfianza","183","13","31","8","2","8"
"desconfianza","183","13","35","8","2","8"
"desconfianza","183","13","38","8","2","8"
"descontrol","184","15","70","4","3","4"
"desepción","185","13","35","8","2","4"
"desepción","185","13","35","8","2","8"
"desepcionante","186","13","35","8","2","10"
"desinfectar","187","15","45","4","3","6"
"desinformación","188","14","23","8","2","5"
"desorden","189","13","3","8","2","7"
"desorden","189","13","26","8","2","7"
"desperdicio de dinero","190","14","57","4","3","6"
"desperdicio de dinero","190","14","57","4","3","8"
"desperdicio de dinero","190","null","59","4","3","8"
"desperdicio de tiempo","191","14","57","4","3","8"
"destino","192","13","16","8","2","3"
"destino","192","13","21","8","2","3"
"destino","192","14","23","8","2","3"
"destino","192","13","27","8","2","3"
"destino","192","14","57","4","3","3"
"destrucción","193","15","45","4","3","14"
"desvirginado","194","null","88","8","3","7"
"diálogo","195","null","83","8","3","14"
"diálogo","195","16","84","8","3","14"
"diálogo","195","14","86","8","3","14"
"diálogo","195","null","88","8","3","14"
"diálogo","195","null","90","8","3","14"
"diálogo","195","14","99","8","3","14"
"dialogos","196","15","96","8","3","14"
"diario","197","14","73","4","3","9"
"diario","197","14","56","4","3","14"
"diario","197","14","56","4","3","15"
"diario","197","14","67","4","3","15"
"diferentes cosas","198","15","85","8","3","4"
"diferentes gustos","199","null","80","8","3","16"
"dinero","200","13","9","8","2","1"
"dinero","200","13","28","8","2","1"
"dinero","200","13","9","8","2","3"
"dinero","200","14","76","4","3","3"
"dinero","200","14","86","8","3","3"
"dinero","200","null","75","4","3","5"
"dinero","200","14","76","4","3","5"
"dinero","200","15","55","4","3","7"
"dinero","200","14","72","4","3","7"
"dinero","200","14","50","4","3","8"
"dinero","200","14","62","4","3","8"
"dinero","200","14","67","4","3","8"
"dinero","200","13","9","8","2","9"
"dinero","200","13","33","8","2","12"
"dinero","200","13","9","8","2","13"
"dinero","200","13","12","8","2","13"
"discusión","201","13","10","8","2","14"
"discusiones","202","14","49","4","3","14"
"discusiones","202","14","62","4","3","14"
"distracción","203","14","92","8","3","11"
"diversidad","204","14","4","8","2","4"
"diversidad","204","14","23","8","2","4"
"diversidad","204","13","33","8","2","4"
"diversidad","204","13","38","8","2","4"
"diversidad","204","13","33","8","2","16"
"diversión","205","15","61","4","3","4"
"diversión","205","13","16","8","2","5"
"diversión","205","13","33","8","2","5"
"diversión","205","13","9","8","2","6"
"diversión","205","13","19","8","2","6"
"diversión","205","14","22","8","2","6"
"diversión","205","13","31","8","2","6"
"diversión","205","14","41","4","3","6"
"diversión","205","15","77","4","3","6"
"diversión","205","null","81","8","3","6"
"diversión","205","13","6","8","2","7"
"diversión","205","13","9","8","2","7"
"diversión","205","13","10","8","2","7"
"diversión","205","13","12","8","2","7"
"diversión","205","14","13","8","2","7"
"diversión","205","null","15","8","2","7"
"diversión","205","13","16","8","2","7"
"diversión","205","null","17","8","2","7"
"diversión","205","13","19","8","2","7"
"diversión","205","13","20","8","2","7"
"diversión","205","13","21","8","2","7"
"diversión","205","14","23","8","2","7"
"diversión","205","13","24","8","2","7"
"diversión","205","13","25","8","2","7"
"diversión","205","13","27","8","2","7"
"diversión","205","13","28","8","2","7"
"diversión","205","13","31","8","2","7"
"diversión","205","13","38","8","2","7"
"diversión","205","14","41","4","3","7"
"diversión","205","14","44","4","3","7"
"diversión","205","15","46","4","3","7"
"diversión","205","15","48","4","3","7"
"diversión","205","14","50","4","3","7"
"diversión","205","14","52","4","3","7"
"diversión","205","14","53","4","3","7"
"diversión","205","null","59","4","3","7"
"diversión","205","14","62","4","3","7"
"diversión","205","14","63","4","3","7"
"diversión","205","14","78","4","3","7"
"diversión","205","null","79","8","3","7"
"diversión","205","null","80","8","3","7"
"diversión","205","15","82","8","3","7"
"diversión","205","null","83","8","3","7"
"diversión","205","15","85","8","3","7"
"diversión","205","14","86","8","3","7"
"diversión","205","14","87","8","3","7"
"diversión","205","null","93","8","3","7"
"diversión","205","null","94","8","3","7"
"diversión","205","14","98","8","3","7"
"diversión","205","14","99","8","3","7"
"diversión","205","14","100","8","3","7"
"diversión","205","14","101","8","3","7"
"diversión","205","14","52","4","3","9"
"diversión","205","null","79","8","3","11"
"diversión","205","null","93","8","3","11"
"diversión","205","14","99","8","3","11"
"divertido","206","13","37","8","2","9"
"divorcio","207","13","7","8","2","12"
"divorcio","207","13","19","8","2","12"
"divorcio","207","13","34","8","2","12"
"divorcio","207","13","38","8","2","12"
"divorcio","207","14","68","4","3","12"
"dolor","208","14","91","8","3","14"
"domingo","209","13","11","8","2","12"
"dormir","210","14","44","4","3","13"
"dormir","210","15","47","4","3","13"
"dormir","210","14","52","4","3","13"
"dormir","210","15","61","4","3","13"
"drama","211","13","7","8","2","14"
"drama","211","14","42","4","3","14"
"drogas","212","13","7","8","2","7"
"drogas","212","13","9","8","2","7"
"drogas","212","13","16","8","2","7"
"drogas","212","13","33","8","2","7"
"drogas","212","13","36","8","2","7"
"drogas","212","14","54","4","3","7"
"drogas","212","14","67","4","3","7"
"drogas","212","14","68","4","3","7"
"drogas","212","null","71","4","3","7"
"drogas","212","14","72","4","3","7"
"drogas","212","null","90","8","3","7"
"drogas","212","null","93","8","3","7"
"drogas","212","14","95","8","3","7"
"drogas","212","15","96","8","3","7"
"drogas","212","14","99","8","3","7"
"dudas","213","15","96","8","3","1"
"ebriedad","214","16","1","8","2","6"
"ebriedad","214","13","8","8","2","6"
"ebriedad","214","13","38","8","2","6"
"ego alto","215","13","9","8","2","10"
"ejemplo","216","13","28","8","2","6"
"ejemplo","216","13","10","8","2","12"
"ejemplo","216","13","28","8","2","12"
"elución","217","null","88","8","3","8"
"embarazo","218","13","9","8","2","6"
"embarazo","218","16","1","8","2","8"
"embarazo","218","14","5","8","2","8"
"embarazo","218","13","3","8","2","9"
"embarazo","218","14","13","8","2","9"
"embarazo","218","13","25","8","2","9"
"embarazo","218","13","31","8","2","9"
"embarazo","218","13","36","8","2","9"
"embarazo","218","14","44","4","3","9"
"embarazo","218","15","48","4","3","9"
"embarazo","218","14","49","4","3","9"
"embarazo","218","14","50","4","3","9"
"embarazo","218","14","58","4","3","9"
"embarazo","218","14","62","4","3","9"
"embarazo","218","14","64","4","3","9"
"embarazo","218","15","82","8","3","9"
"embarazo","218","14","86","8","3","9"
"embarazo","218","14","91","8","3","9"
"embarazo","218","null","93","8","3","9"
"embarazo","218","15","96","8","3","9"
"embarazo","218","null","97","8","3","9"
"embarazo adolescente","219","14","23","8","2","7"
"embarazos","220","14","68","4","3","9"
"emoción","221","15","96","8","3","7"
"emociones","222","14","76","4","3","4"
"emociones","222","13","10","8","2","10"
"emociones","222","13","12","8","2","10"
"emociones","222","13","16","8","2","10"
"emociones","222","14","23","8","2","10"
"emociones","222","15","48","4","3","10"
"emociones","222","15","85","8","3","10"
"emociones","222","null","94","8","3","10"
"en los cielos","223","14","22","8","2","10"
"enfermedades","224","13","6","8","2","5"
"enfermedades","224","null","17","8","2","5"
"enfermedades","224","14","86","8","3","5"
"enfermedades","224","13","6","8","2","6"
"enfermedades","224","13","29","8","2","6"
"enfermedades","224","14","40","8","2","9"
"enfermedades","224","14","50","4","3","9"
"enfermedades","224","15","65","4","3","9"
"enfermedades","224","14","86","8","3","9"
"enfermedades","224","15","65","4","3","16"
"engaño","225","13","14","8","2","8"
"engaños","226","15","65","4","3","8"
"enojo","227","13","9","8","2","4"
"enojo","227","15","55","4","3","4"
"enojo","227","15","96","8","3","4"
"enojo","227","13","28","8","2","8"
"enojo","227","13","9","8","2","12"
"enojo","227","14","66","4","3","14"
"enojo","227","14","69","4","3","14"
"entretenimiento","228","13","31","8","2","11"
"entretenimiento","228","null","83","8","3","11"
"entretenimiento","228","null","88","8","3","11"
"escuela","229","14","54","4","3","2"
"escuela","229","14","50","4","3","14"
"escuela","229","13","9","8","2","16"
"españa","230","14","101","8","3","10"
"estrés","231","14","92","8","3","4"
"estrés","231","15","96","8","3","4"
"estudio","232","14","50","4","3","3"
"estudios","233","13","28","8","2","1"
"estudios","233","13","10","8","2","3"
"estudios","233","14","23","8","2","3"
"estudios","233","13","25","8","2","3"
"estudios","233","13","28","8","2","3"
"estudios","233","13","29","8","2","3"
"estudios","233","13","34","8","2","3"
"estudios","233","14","40","8","2","3"
"estudios","233","14","51","4","3","3"
"estudios","233","14","62","4","3","3"
"estudios","233","14","64","4","3","3"
"estudios","233","15","77","4","3","3"
"estudios","233","null","80","8","3","3"
"estudios","233","15","82","8","3","3"
"estudios","233","15","85","8","3","3"
"estudios","233","null","90","8","3","3"
"estudios","233","null","93","8","3","3"
"estudios","233","15","96","8","3","3"
"estudios","233","14","99","8","3","3"
"etapa","234","15","85","8","3","8"
"exitación","235","14","76","4","3","9"
"éxito","236","14","52","4","3","3"
"éxito","236","null","80","8","3","3"
"experiencia","237","14","50","4","3","4"
"experimentación","238","null","32","8","2","5"
"éxtasis ","239","15","55","4","3","5"
"facebook","240","13","28","8","2","11"
"falta de información","241","null","93","8","3","1"
"falta de padres","242","16","1","8","2","15"
"falta de padres","242","13","7","8","2","15"
"falta de padres","242","13","16","8","2","15"
"falta de respeto","243","13","9","8","2","2"
"familia","244","16","1","8","2","1"
"familia","244","13","6","8","2","1"
"familia","244","13","9","8","2","1"
"familia","244","13","10","8","2","1"
"familia","244","13","12","8","2","1"
"familia","244","13","14","8","2","1"
"familia","244","13","16","8","2","1"
"familia","244","null","17","8","2","1"
"familia","244","14","23","8","2","1"
"familia","244","13","27","8","2","1"
"familia","244","13","38","8","2","1"
"familia","244","15","48","4","3","1"
"familia","244","14","73","4","3","1"
"familia","244","14","78","4","3","1"
"familia","244","13","9","8","2","3"
"familia","244","13","10","8","2","3"
"familia","244","13","14","8","2","3"
"familia","244","13","25","8","2","3"
"familia","244","13","28","8","2","3"
"familia","244","13","34","8","2","3"
"familia","244","14","41","4","3","3"
"familia","244","15","48","4","3","3"
"familia","244","14","87","8","3","3"
"familia","244","13","3","8","2","6"
"familia","244","14","66","4","3","9"
"familia","244","13","21","8","2","12"
"familia","244","14","23","8","2","12"
"familia","244","13","27","8","2","12"
"familia","244","13","29","8","2","12"
"familia","244","14","52","4","3","12"
"familia","244","14","53","4","3","12"
"familia","244","14","54","4","3","12"
"familia","244","14","64","4","3","12"
"familia","244","null","88","8","3","12"
"familia","244","13","10","8","2","13"
"familia","244","13","12","8","2","13"
"familia","244","13","14","8","2","13"
"familia","244","13","21","8","2","13"
"familia","244","13","24","8","2","13"
"familia","244","13","35","8","2","13"
"familia","244","14","53","4","3","13"
"familia","244","14","53","4","3","13"
"familia","244","14","64","4","3","13"
"familia","244","14","68","4","3","13"
"familia","244","15","70","4","3","13"
"familia","244","15","77","4","3","13"
"familia","244","null","81","8","3","13"
"familia","244","16","84","8","3","13"
"familia","244","15","85","8","3","13"
"familia","244","14","87","8","3","13"
"familia","244","14","95","8","3","13"
"familia","244","15","96","8","3","13"
"familia","244","14","99","8","3","13"
"familia","244","14","51","4","3","14"
"familia","244","13","35","8","2","17"
"familia","244","14","52","4","3","17"
"familia","244","14","53","4","3","17"
"familia","244","15","55","4","3","17"
"familia","244","15","61","4","3","17"
"familia","244","14","63","4","3","17"
"familia","244","null","79","8","3","17"
"familia","244","null","81","8","3","17"
"familia","244","null","83","8","3","17"
"familia","244","null","94","8","3","17"
"familia","244","14","99","8","3","17"
"familia unida","245","13","34","8","2","13"
"familia unida","245","13","38","8","2","13"
"familiares","246","14","13","8","2","14"
"familiares","246","13","34","8","2","14"
"felicidad","247","13","3","8","2","1"
"felicidad","247","13","3","8","2","4"
"felicidad","247","13","9","8","2","4"
"felicidad","247","null","17","8","2","4"
"felicidad","247","14","23","8","2","4"
"felicidad","247","13","25","8","2","4"
"felicidad","247","13","29","8","2","4"
"felicidad","247","13","34","8","2","4"
"felicidad","247","13","36","8","2","4"
"felicidad","247","13","39","8","2","4"
"felicidad","247","14","41","4","3","4"
"felicidad","247","14","42","4","3","4"
"felicidad","247","15","46","4","3","4"
"felicidad","247","14","50","4","3","4"
"felicidad","247","14","52","4","3","4"
"felicidad","247","14","53","4","3","4"
"felicidad","247","14","58","4","3","4"
"felicidad","247","14","62","4","3","4"
"felicidad","247","14","63","4","3","4"
"felicidad","247","15","65","4","3","4"
"felicidad","247","14","69","4","3","4"
"felicidad","247","15","77","4","3","4"
"felicidad","247","14","78","4","3","4"
"felicidad","247","null","79","8","3","4"
"felicidad","247","null","80","8","3","4"
"felicidad","247","15","82","8","3","4"
"felicidad","247","null","83","8","3","4"
"felicidad","247","14","87","8","3","4"
"felicidad","247","15","89","8","3","4"
"felicidad","247","null","90","8","3","4"
"felicidad","247","14","91","8","3","4"
"felicidad","247","null","94","8","3","4"
"felicidad","247","14","98","8","3","4"
"felicidad","247","14","99","8","3","4"
"felicidad","247","14","73","4","3","7"
"felicidad","247","14","2","8","2","8"
"felicidad","247","null","88","8","3","8"
"felicidad","247","null","83","8","3","10"
"felicidad","247","13","9","8","2","12"
"felicidad","247","14","41","4","3","12"
"felicitaciones","248","14","66","4","3","7"
"feliz","249","14","44","4","3","10"
"feliz","249","14","52","4","3","10"
"festejar","250","15","85","8","3","7"
"festejo","251","14","74","4","3","7"
"fidelidad","252","14","41","4","3","8"
"fidelidad","252","13","10","8","2","17"
"fiel","253","14","22","8","2","8"
"fiel","253","16","1","8","2","17"
"fiesta","254","16","1","8","2","6"
"fiesta","254","13","9","8","2","6"
"fiesta","254","13","10","8","2","6"
"fiesta","254","13","12","8","2","6"
"fiesta","254","14","13","8","2","6"
"fiesta","254","13","14","8","2","6"
"fiesta","254","13","16","8","2","6"
"fiesta","254","null","17","8","2","6"
"fiesta","254","13","20","8","2","6"
"fiesta","254","13","21","8","2","6"
"fiesta","254","13","30","8","2","6"
"fiesta","254","null","32","8","2","6"
"fiesta","254","13","33","8","2","6"
"fiesta","254","13","35","8","2","6"
"fiesta","254","13","38","8","2","6"
"fiesta","254","13","39","8","2","6"
"fiesta","254","15","48","4","3","6"
"fiesta","254","14","58","4","3","6"
"fiesta","254","14","68","4","3","6"
"fiesta","254","14","69","4","3","6"
"fiesta","254","null","75","4","3","6"
"fiesta","254","15","82","8","3","6"
"fiesta","254","null","83","8","3","6"
"fiesta","254","14","92","8","3","6"
"fiesta","254","null","93","8","3","6"
"fiesta","254","null","94","8","3","6"
"fiesta","254","15","96","8","3","6"
"fiesta","254","14","98","8","3","6"
"fiesta","254","14","99","8","3","6"
"fiesta","254","14","42","4","3","7"
"fiestas","255","15","47","4","3","5"
"fiestas","255","14","62","4","3","6"
"fingir","256","null","32","8","2","15"
"físico","257","13","34","8","2","2"
"fondo","258","13","37","8","2","6"
"force ","259","14","57","4","3","14"
"ford","260","14","51","4","3","7"
"frecuente","261","14","72","4","3","9"
"futbol","262","13","11","8","2","3"
"futuro","263","13","9","8","2","1"
"futuro","263","13","9","8","2","5"
"futuro","263","14","23","8","2","11"
"futuro","263","13","24","8","2","11"
"futuro","263","13","33","8","2","11"
"futuro","263","14","49","4","3","11"
"futuro","263","14","50","4","3","11"
"futuro","263","14","58","4","3","11"
"futuro","263","null","59","4","3","11"
"futuro","263","14","62","4","3","11"
"futuro","263","15","70","4","3","11"
"futuro","263","14","76","4","3","11"
"futuro","263","14","78","4","3","11"
"futuro","263","null","93","8","3","11"
"futuro","263","14","98","8","3","11"
"gastos","264","13","9","8","2","3"
"gay","265","15","46","4","3","9"
"gay","265","null","15","8","2","16"
"gay","265","15","45","4","3","16"
"género","266","14","22","8","2","9"
"género","266","15","47","4","3","9"
"género","266","14","53","4","3","9"
"género","266","14","54","4","3","9"
"género","266","14","57","4","3","9"
"género","266","16","84","8","3","9"
"género","266","14","92","8","3","9"
"géneros","267","14","57","4","3","16"
"genial","268","15","61","4","3","3"
"globitos","269","14","56","4","3","9"
"globos","270","14","62","4","3","7"
"golpe","271","14","50","4","3","14"
"golpes","272","14","4","8","2","2"
"golpes","272","13","29","8","2","2"
"golpes","272","13","37","8","2","2"
"golpes","272","13","39","8","2","2"
"golpes","272","14","50","4","3","2"
"golpes","272","14","58","4","3","2"
"golpes","272","14","62","4","3","2"
"golpes","272","14","91","8","3","2"
"golpes","272","14","67","4","3","13"
"golpes","272","14","91","8","3","13"
"golpes","272","13","3","8","2","14"
"golpes","272","14","4","8","2","14"
"golpes","272","13","18","8","2","14"
"golpes","272","13","28","8","2","14"
"golpes","272","14","41","4","3","14"
"golpes","272","15","47","4","3","14"
"golpes","272","14","49","4","3","14"
"golpes","272","14","54","4","3","14"
"golpes","272","15","60","4","3","14"
"golpes","272","14","67","4","3","14"
"golpes","272","null","79","8","3","14"
"golpes","272","null","81","8","3","14"
"golpes","272","14","87","8","3","14"
"golpes","272","15","89","8","3","14"
"golpes","272","null","94","8","3","14"
"golpes","272","14","95","8","3","14"
"golpes","272","15","96","8","3","14"
"golpes","272","null","97","8","3","14"
"golpes","272","14","98","8","3","14"
"google","273","14","2","8","2","11"
"google","273","14","22","8","2","11"
"grande","274","null","88","8","3","3"
"gritos","275","15","70","4","3","14"
"groserías","276","14","86","8","3","14"
"grupos de apoyo","277","13","34","8","2","6"
"guardar secretos","278","null","17","8","2","17"
"guerras","279","15","65","4","3","3"
"gustos","280","null","81","8","3","16"
"gustos","280","15","85","8","3","16"
"hackeo","281","14","67","4","3","11"
"hackers","282","null","71","4","3","11"
"hambre","283","13","20","8","2","13"
"hasta el amanecer","284","15","61","4","3","9"
"hasta el amanecer","284","15","77","4","3","9"
"hasta el matrimonio","285","15","60","4","3","9"
"hembra","286","13","26","8","2","9"
"herencia","287","14","57","4","3","1"
"hermana","288","14","64","4","3","14"
"hermana","288","14","51","4","3","15"
"hermana","288","14","42","4","3","17"
"hermana","288","14","53","4","3","17"
"hermano","289","14","44","4","3","17"
"hermanos","290","13","8","8","2","9"
"hermanos","290","14","101","8","3","13"
"hermanos","290","14","62","4","3","17"
"hermanos","290","null","75","4","3","17"
"hermanos","290","15","82","8","3","17"
"hermanos","290","15","96","8","3","17"
"hermosa","291","13","37","8","2","8"
"heterosexual","292","null","81","8","3","16"
"heterosexual","292","14","86","8","3","16"
"heterosexual","292","15","89","8","3","16"
"heterosexual","292","14","101","8","3","16"
"hijo","293","13","3","8","2","1"
"hijo","293","13","8","8","2","1"
"hijo","293","13","14","8","2","1"
"hijo","293","13","25","8","2","1"
"hijo","293","13","33","8","2","1"
"hijo","293","13","36","8","2","1"
"hijo","293","13","37","8","2","1"
"hijo","293","14","76","4","3","1"
"hijo","293","null","94","8","3","1"
"hijos","294","14","4","8","2","9"
"hijos","294","13","6","8","2","9"
"hijos","294","13","9","8","2","9"
"hijos","294","13","10","8","2","9"
"hijos","294","13","12","8","2","9"
"hijos","294","13","14","8","2","9"
"hijos","294","13","27","8","2","9"
"hijos","294","13","29","8","2","9"
"hijos","294","14","63","4","3","9"
"hijos","294","14","67","4","3","9"
"hogar","295","14","2","8","2","13"
"hogar","295","13","28","8","2","13"
"hombre","296","14","41","4","3","9"
"hombre","296","14","43","4","3","9"
"hombre","296","14","53","4","3","9"
"hombre","296","14","86","8","3","16"
"hombres","297","15","77","4","3","2"
"hombres","297","14","44","4","3","16"
"hombres","297","14","54","4","3","16"
"homicidio","298","null","94","8","3","15"
"homofobia","299","14","57","4","3","16"
"homofóbicos","300","14","56","4","3","16"
"homosexual","301","14","87","8","3","16"
"homosexual","301","null","93","8","3","16"
"homosexual","301","14","95","8","3","16"
"honestidad","302","13","9","8","2","17"
"honestidad","302","14","53","4","3","17"
"huerfano","303","14","57","4","3","12"
"humilde","304","null","75","4","3","10"
"identidad","305","13","34","8","2","4"
"identidad","305","14","23","8","2","16"
"identidad","305","13","38","8","2","16"
"identidad","305","13","39","8","2","16"
"identidad sexual","306","14","23","8","2","8"
"identidad sexual","306","14","23","8","2","9"
"ignorancia","307","13","18","8","2","16"
"ilusión","308","14","91","8","3","8"
"imprudencia","309","14","72","4","3","2"
"incomodidad","310","16","1","8","2","2"
"incomodidad","310","13","9","8","2","2"
"incomodidad","310","13","10","8","2","2"
"incomodidad","310","13","16","8","2","2"
"incomodidad","310","13","19","8","2","2"
"incomodidad","310","13","21","8","2","2"
"incomodidad","310","14","23","8","2","2"
"incomodidad","310","13","26","8","2","2"
"incomodidad","310","13","33","8","2","2"
"incomodidad","310","14","49","4","3","2"
"incomodo","311","14","63","4","3","2"
"individuo","312","14","23","8","2","1"
"infidelidad","313","13","9","8","2","8"
"información","314","14","91","8","3","10"
"información","314","13","9","8","2","11"
"información","314","null","80","8","3","11"
"información","314","null","81","8","3","11"
"información","314","15","82","8","3","11"
"información","314","14","87","8","3","11"
"información","314","14","99","8","3","11"
"información","314","14","40","8","2","16"
"información","314","14","58","4","3","16"
"información","314","null","59","4","3","16"
"información","314","14","62","4","3","16"
"información","314","14","66","4","3","16"
"información","314","15","82","8","3","16"
"información","314","14","87","8","3","16"
"información","314","null","88","8","3","16"
"información","314","null","90","8","3","16"
"información","314","14","92","8","3","16"
"información","314","15","96","8","3","16"
"innovación","315","null","81","8","3","11"
"innovación","315","15","82","8","3","11"
"innovación","315","null","93","8","3","11"
"inocencia","316","13","9","8","2","3"
"inseguridad","317","null","17","8","2","2"
"inseguridad","317","14","51","4","3","2"
"inseguridad","317","14","62","4","3","2"
"inseguridad","317","14","49","4","3","10"
"inseguridad","317","14","50","4","3","10"
"insistencia","318","14","57","4","3","2"
"instagram","319","15","46","4","3","11"
"insultos","320","15","96","8","3","14"
"inteligencia artificial","321","14","69","4","3","11"
"intensamente","322","14","43","4","3","4"
"interacción no común","323","null","15","8","2","2"
"interés","324","null","80","8","3","8"
"interés","324","null","81","8","3","8"
"interés","324","14","87","8","3","8"
"interés","324","14","95","8","3","8"
"internet","325","14","68","4","3","2"
"internet","325","13","21","8","2","11"
"internet","325","13","26","8","2","11"
"internet","325","15","85","8","3","11"
"internet","325","null","32","8","2","13"
"internet","325","14","63","4","3","16"
"intimidación","326","null","80","8","3","2"
"intimidad","327","13","8","8","2","2"
"intimidad","327","13","12","8","2","2"
"intimidad","327","13","21","8","2","2"
"intimidad","327","null","90","8","3","2"
"iphone","328","13","11","8","2","11"
"iphone","328","15","60","4","3","11"
"iphone","328","15","61","4","3","11"
"its","329","14","78","4","3","16"
"joto","330","15","45","4","3","9"
"juegos","331","13","28","8","2","11"
"juegos","331","13","29","8","2","11"
"juegos","331","13","37","8","2","11"
"juegos","331","14","99","8","3","11"
"jugo","332","15","45","4","3","5"
"laptop","333","14","62","4","3","11"
"lealtad","334","15","48","4","3","8"
"lealtad","334","13","14","8","2","17"
"lealtad","334","null","59","4","3","17"
"lealtad","334","14","62","4","3","17"
"lesbiana","335","15","45","4","3","8"
"lesbiana","335","13","14","8","2","16"
"lesbiana","335","13","16","8","2","16"
"libertad","336","15","96","8","3","2"
"licor ","337","14","43","4","3","6"
"limpio","338","13","28","8","2","13"
"limpio","338","15","89","8","3","13"
"llorar","339","13","21","8","2","15"
"llorar","339","15","47","4","3","15"
"llorar","339","14","49","4","3","15"
"llorar","339","14","50","4","3","15"
"llorar","339","null","79","8","3","15"
"llorar","339","15","82","8","3","15"
"llorar","339","null","83","8","3","15"
"llorar","339","14","99","8","3","15"
"lo peor ","340","14","56","4","3","13"
"loca","341","14","43","4","3","7"
"logros","342","14","22","8","2","3"
"logros","342","14","101","8","3","3"
"lugar propio","343","15","85","8","3","13"
"lugar seguro","344","14","23","8","2","13"
"madre","345","15","85","8","3","1"
"madre","345","14","53","4","3","12"
"madre","345","14","41","4","3","17"
"maestro","346","14","67","4","3","17"
"maestro","346","null","80","8","3","17"
"maestro","346","15","96","8","3","17"
"maestros","347","null","71","4","3","16"
"mal dialogo","348","null","81","8","3","14"
"mal futuro","349","13","8","8","2","5"
"mala","350","15","96","8","3","10"
"mala vida","351","15","96","8","3","5"
"malas","352","14","72","4","3","4"
"malas relaciones","353","15","85","8","3","14"
"malo","354","13","20","8","2","2"
"malo","354","14","43","4","3","2"
"malos","355","13","12","8","2","12"
"malos","355","15","85","8","3","12"
"maltrato","356","14","78","4","3","2"
"maltrato","356","14","78","4","3","6"
"mamá","357","15","47","4","3","12"
"mamá","357","14","74","4","3","12"
"mamá","357","15","65","4","3","15"
"mamá","357","15","47","4","3","16"
"mamá","357","14","44","4","3","17"
"mamá","357","14","50","4","3","17"
"mamá","357","14","53","4","3","17"
"mamá","357","14","54","4","3","17"
"mamá","357","14","56","4","3","17"
"mamá","357","15","65","4","3","17"
"mamá","357","14","68","4","3","17"
"mamá","357","15","77","4","3","17"
"manoseo","358","13","14","8","2","2"
"marihuana","359","13","9","8","2","5"
"marihuana","359","13","20","8","2","5"
"marihuana","359","13","36","8","2","5"
"marihuana","359","14","73","4","3","5"
"marihuana","359","14","95","8","3","5"
"marihuana","359","15","96","8","3","5"
"mascota","360","13","35","8","2","13"
"mascota","360","null","81","8","3","13"
"masculino","361","14","43","4","3","9"
"masculino","361","14","51","4","3","9"
"masculino","361","14","54","4","3","9"
"masculino","361","15","60","4","3","16"
"masculino","361","14","62","4","3","16"
"masturbación","362","null","71","4","3","1"
"masturbación","362","null","71","4","3","9"
"me va a pasar","363","13","8","8","2","3"
"medicina","364","14","44","4","3","3"
"mejor","365","13","33","8","2","3"
"memes","366","14","95","8","3","11"
"menor de edad","367","14","50","4","3","5"
